,id,B,S,size,density,iterations,file,density_evolution
0,0,0,9,10,0.5,10,./data2/dataset7/individuals/ca_pair_0_0,"[0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
1,1,0,9,10,0.5,10,./data2/dataset7/individuals/ca_pair_0_1,"[0.43, 0.57, 0.43, 0.57, 0.43, 0.57, 0.43, 0.57, 0.43, 0.57]"
2,2,0,9,10,0.5,10,./data2/dataset7/individuals/ca_pair_0_2,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
3,3,0,9,10,0.5,10,./data2/dataset7/individuals/ca_pair_0_3,"[0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45]"
4,4,0,9,10,0.5,10,./data2/dataset7/individuals/ca_pair_0_4,"[0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45]"
5,5,0,9,10,0.5,10,./data2/dataset7/individuals/ca_pair_0_5,"[0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53]"
6,6,0,9,10,0.5,10,./data2/dataset7/individuals/ca_pair_0_6,"[0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47]"
7,7,0,9,10,0.5,10,./data2/dataset7/individuals/ca_pair_0_7,"[0.59, 0.41, 0.59, 0.41, 0.59, 0.41, 0.59, 0.41, 0.59, 0.41]"
8,8,0,9,10,0.5,10,./data2/dataset7/individuals/ca_pair_0_8,"[0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
9,9,0,9,10,0.5,10,./data2/dataset7/individuals/ca_pair_0_9,"[0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
10,10,0,9,10,0.5,10,./data2/dataset7/individuals/ca_pair_0_10,"[0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
11,11,0,9,10,0.5,10,./data2/dataset7/individuals/ca_pair_0_11,"[0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
12,12,0,9,10,0.5,10,./data2/dataset7/individuals/ca_pair_0_12,"[0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54]"
13,13,0,9,10,0.5,10,./data2/dataset7/individuals/ca_pair_0_13,"[0.4, 0.6, 0.4, 0.6, 0.4, 0.6, 0.4, 0.6, 0.4, 0.6]"
14,14,0,9,10,0.5,10,./data2/dataset7/individuals/ca_pair_0_14,"[0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47]"
