,id,B,S,size,density,iterations,file,density_evolution
0,0,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_0,"[0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
1,1,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_1,"[0.43, 0.57, 0.43, 0.57, 0.43, 0.57, 0.43, 0.57, 0.43, 0.57]"
2,2,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_2,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
3,3,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_3,"[0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45]"
4,4,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_4,"[0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45, 0.55, 0.45]"
5,5,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_5,"[0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53]"
6,6,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_6,"[0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47]"
7,7,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_7,"[0.59, 0.41, 0.59, 0.41, 0.59, 0.41, 0.59, 0.41, 0.59, 0.41]"
8,8,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_8,"[0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
9,9,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_9,"[0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48]"
10,10,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_10,"[0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
11,11,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_11,"[0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
12,12,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_12,"[0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54, 0.46, 0.54]"
13,13,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_13,"[0.4, 0.6, 0.4, 0.6, 0.4, 0.6, 0.4, 0.6, 0.4, 0.6]"
14,14,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_14,"[0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47]"
15,15,0,9,10,0.5,10,./data2/dataset1/individuals/all_live_15,"[0.42, 0.58, 0.42, 0.58, 0.42, 0.58, 0.42, 0.58, 0.42, 0.58]"
