,id,B,S,size,density,iterations,file,density_evolution
0,0,"(0, 5)","(3, 3)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_0,"[0.6, 0.36, 0.66, 0.32, 0.69, 0.3, 0.72, 0.28, 0.75, 0.25]"
1,1,"(3, 7)","(2, 5)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_1,"[0.49, 0.9, 0.15, 0.2, 0.28, 0.33, 0.38, 0.41, 0.61, 0.5]"
2,2,"(4, 7)","(6, 8)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_2,"[0.51, 0.37, 0.27, 0.17, 0.06, 0.01, 0.0, 0.0, 0.0, 0.0]"
3,3,"(1, 8)","(6, 7)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_3,"[0.48, 0.54, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
4,4,"(7, 8)","(1, 5)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_4,"[0.5, 0.46, 0.43, 0.43, 0.43, 0.43, 0.43, 0.43, 0.43, 0.43]"
5,5,"(4, 8)","(0, 3)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_5,"[0.48, 0.55, 0.49, 0.47, 0.45, 0.46, 0.52, 0.39, 0.41, 0.43]"
6,6,"(3, 5)","(0, 2)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_6,"[0.4, 0.47, 0.37, 0.41, 0.43, 0.46, 0.43, 0.38, 0.35, 0.49]"
7,7,"(3, 8)","(1, 3)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_7,"[0.51, 0.66, 0.36, 0.46, 0.56, 0.47, 0.5, 0.45, 0.54, 0.37]"
8,8,"(3, 3)","(0, 7)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_8,"[0.44, 0.59, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65]"
9,9,"(0, 1)","(4, 7)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_9,"[0.64, 0.57, 0.48, 0.46, 0.37, 0.5, 0.36, 0.43, 0.3, 0.49]"
10,10,"(2, 3)","(2, 7)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_10,"[0.53, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65]"
11,11,"(0, 0)","(4, 5)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_11,"[0.56, 0.23, 0.22, 0.42, 0.24, 0.27, 0.53, 0.22, 0.16, 0.51]"
12,12,"(5, 6)","(4, 8)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_12,"[0.5, 0.44, 0.44, 0.44, 0.45, 0.46, 0.47, 0.47, 0.47, 0.47]"
13,13,"(1, 4)","(1, 8)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_13,"[0.43, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82]"
14,14,"(1, 7)","(3, 6)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_14,"[0.51, 0.94, 0.08, 0.26, 0.49, 0.81, 0.42, 0.71, 0.75, 0.58]"
15,15,"(2, 7)","(0, 3)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_15,"[0.53, 0.64, 0.37, 0.47, 0.64, 0.38, 0.5, 0.62, 0.37, 0.59]"
16,16,"(4, 5)","(4, 6)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_16,"[0.42, 0.47, 0.41, 0.4, 0.39, 0.42, 0.41, 0.41, 0.41, 0.34]"
17,17,"(4, 4)","(3, 4)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_17,"[0.47, 0.45, 0.32, 0.38, 0.22, 0.09, 0.05, 0.01, 0.0, 0.0]"
18,18,"(4, 8)","(3, 4)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_18,"[0.47, 0.6, 0.52, 0.51, 0.51, 0.42, 0.44, 0.49, 0.42, 0.48]"
19,19,"(5, 7)","(0, 5)",10,0.5,10,./data/datasets/BISI/dataset11/individuals/ca_19,"[0.52, 0.66, 0.49, 0.36, 0.37, 0.38, 0.38, 0.43, 0.36, 0.37]"
