,id,B,S,size,density,iterations,file,density_evolution
0,0,0,0,10,0.5,10,./data/datasets/BTST/dataset8/individuals/all_live_0,"[0.51, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1,1,0,0,10,0.5,10,./data/datasets/BTST/dataset8/individuals/all_live_1,"[0.43, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2,2,0,0,10,0.5,10,./data/datasets/BTST/dataset8/individuals/all_live_2,"[0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
3,3,0,0,10,0.5,10,./data/datasets/BTST/dataset8/individuals/all_live_3,"[0.55, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4,4,0,0,10,0.5,10,./data/datasets/BTST/dataset8/individuals/all_live_4,"[0.55, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5,5,0,0,10,0.5,10,./data/datasets/BTST/dataset8/individuals/all_live_5,"[0.47, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
6,6,0,0,10,0.5,10,./data/datasets/BTST/dataset8/individuals/all_live_6,"[0.53, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
7,7,0,0,10,0.5,10,./data/datasets/BTST/dataset8/individuals/all_live_7,"[0.59, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
8,8,0,0,10,0.5,10,./data/datasets/BTST/dataset8/individuals/all_live_8,"[0.52, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
9,9,0,0,10,0.5,10,./data/datasets/BTST/dataset8/individuals/all_live_9,"[0.52, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
10,10,0,0,10,0.5,10,./data/datasets/BTST/dataset8/individuals/all_live_10,"[0.51, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
