,id,B,S,size,density,iterations,file,density_evolution
0,0,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_0,"[0.51, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1,1,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_1,"[0.43, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2,2,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_2,"[0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
3,3,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_3,"[0.55, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4,4,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_4,"[0.55, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5,5,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_5,"[0.47, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
6,6,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_6,"[0.53, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
7,7,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_7,"[0.59, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
8,8,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_8,"[0.52, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
9,9,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_9,"[0.52, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
10,10,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_10,"[0.51, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
11,11,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_11,"[0.51, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
12,12,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_12,"[0.46, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
13,13,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_13,"[0.4, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
14,14,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_14,"[0.53, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
15,15,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_15,"[0.42, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
16,16,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_16,"[0.48, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
17,17,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_17,"[0.54, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
18,18,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_18,"[0.48, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
19,19,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_19,"[0.48, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
20,20,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_20,"[0.55, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
21,21,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_21,"[0.44, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
22,22,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_22,"[0.46, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
23,23,0,9,10,0.5,10,./data/dataset7/individuals/ca_pair_0_23,"[0.55, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
